model_number,identifier,variant,emc,model_name,storage_capacity,housing_color,network,cellular_network,camera,controller,ports,power_cord,power_brick,dimensions,avg_weight,release_date,msrp
MLA13LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,128GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,699
MLHM3LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,128GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,699
MLJ33L/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,512GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,999
MLHP3LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,128GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,699
MNF93LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,256GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,March 8th 2022,799
MLA93LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,128GB,Red,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,699
MLA33LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,128GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,September 24th 2021,699
MNFA3LL/A,"iPhone14,4",A2481,3994,iPhone 13 Mini,512GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.18 x 2.53 x 0.30 inches,4.97 oz,March 8th 2022,999
ML933LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
ML953LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
ML973LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
ML9C3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLA23LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLA43LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLAE3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLA73LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLAA3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Red,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLAH3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLC13LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLML3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLMM3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLMN3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLMU3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
ML9E3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLMQ3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Red,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLMT3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MLMX3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLMY3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLN03LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Red,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLN13LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,929
MLN23LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Midnight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,1129
MLN33LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Starlight,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,1129
MLN43LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Pink,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,1129
MLN83LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,1129
MLN53LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Red,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,1129
MLNG3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Blue,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,September 24th 2021,829
MNG33LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,March 8th 2022,829
MNGD3LL/A,"iPhone14,5",A2482,3997,iPhone 13,128GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,March 8th 2022,829
MNGE3LL/A,"iPhone14,5",A2482,3997,iPhone 13,256GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,March 8th 2022,929
MNGF3LL/A,"iPhone14,5",A2482,3997,iPhone 13,512GB,Green,WiFi + Cellular,GSM/CDMA/5G,12 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.30 inches,6.14 oz,March 8th 2022,1129
MG9U3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG9J3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG9H3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGA33LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGAJ3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG963LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9P3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9K3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGAF3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9F3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG923LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG8X3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCT3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGA43LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9V3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG983LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG933LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG9T3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9Q3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCM3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGA73LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9Y3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGCN3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGAM3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG9C3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9X3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGAW3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG953LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGCQ3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9M3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9D3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGAA3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCJ3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGAQ3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGAR3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9R3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG943LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGCP3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGAU3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGA93LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGAH3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG993LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG973LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9A3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCR3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9G3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MGAX3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MG9W3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG8Y3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG913LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCK3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG903LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGA23LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGCL3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,256GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1199
MG9L3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGCG3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCH3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Gold,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MGCF3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Graphite,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9E3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,128GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1099
MG9N3LL/A,"iPhone13,4",A2342,3548,iPhone 12 Pro Max,512GB,Pacific Blue,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,6.33 x 3.07 x 0.29 inches,8.03 oz,November 6th 2020,1399
MGJN3LL/A,"iPhone13,3",A2341,3545,iPhone 12 Pro,128GB,Silver,WiFi + Cellular,GSM/CDMA/5G,12.0 Megapixels,Haptic Touch,Lightning,USB-C to Lightning,,5.78 x 2.82 x 0.29 inches,6.66 oz,October 16th 2020,999
